STATE,YEAR,POPULATION
New Hampshire,2014," 2,831,730 "
New Jersey,2014," 8,943,010 "
New Mexico,2014," 8,943,010 "
New York,2014," 19,773,580 "
North Carolina,2014," 9,941,160 "
North Dakota,2014," 738,658 "
Ohio,2014," 11,593,741 "
Oklahoma,2014," 3,875,008 "
Oregon,2014," 3,960,673 "
Pennsylvania,2014," 12,790,341 "
Rhode Island,2014," 1,054,782 "
South Carolina,2014," 4,824,758 "
South Dakota,2014," 849,455 "
Tennessee,2014," 6,540,007 "
Texas,2014," 26,954,436 "
District of Columbia,2014," 660,797 "
Utah,2014," 2,938,671 "
Vermont,2014," 625,665 "
Virginia,2014," 8,316,902 "
Washington,2014," 7,046,931 "
West Virginia,2014," 1,847,624 "
Wisconsin,2014," 5,751,272 "
Wyoming,2014," 583,334 "
Alaska,2015," 737,979 "
Alabama,2015," 4,850,858 "
Arkansas,2015," 2,975,626 "
Arizona,2015," 6,802,262 "
California,2015," 39,032,444 "
Colorado,2015," 5,440,445 "
Connecticut,2015," 3,593,862 "
Delaware,2015," 944,107 "
Florida,2015," 20,268,567 "
Georgia,2015," 10,199,533 "
Hawaii,2015," 1,426,320 "
Idaho,2015," 1,649,324 "
Illinois,2015," 12,862,051 "
Indiana,2015," 6,610,596 "
Iowa,2015," 3,118,473 "
Kansas,2015," 2,905,789 "
Kentucky,2015," 4,422,057 "
Louisiana,2015," 4,671,211 "
Maine,2015," 1,327,787 "
Maryland,2015," 6,000,561 "
Massachusetts,2015," 6,794,002 "
Michigan,2015," 9,918,170 "
Minnesota,2015," 5,483,238 "
Mississippi,2015," 2,985,297 "
Missouri,2015," 6,072,640 "
Montana,2015," 1,028,317 "
Nebraska,2015," 1,893,564 "
Nevada,2015," 2,883,057 "
New Hampshire,2015," 2,883,057 "
New Jersey,2015," 8,960,001 "
New Mexico,2015," 8,960,001 "
New York,2015," 19,819,347 "
North Carolina,2015," 10,041,769 "
North Dakota,2015," 754,859 "
Ohio,2015," 11,606,027 "
Oklahoma,2015," 3,904,353 "
Oregon,2015," 4,016,537 "
Pennsylvania,2015," 12,791,124 "
Rhode Island,2015," 1,055,916 "
South Carolina,2015," 4,892,423 "
South Dakota,2015," 854,036 "
Tennessee,2015," 6,590,726 "
Texas,2015," 27,454,880 "
District of Columbia,2015," 672,736 "
Utah,2015," 2,984,917 "
Vermont,2015," 624,455 "
Virginia,2015," 8,366,767 "
Washington,2015," 7,152,818 "
West Virginia,2015," 1,839,767 "
Wisconsin,2015," 5,759,744 "
Wyoming,2015," 586,102 "
Alaska,2016," 741,522 "
Alabama,2016," 4,860,545 "
Arkansas,2016," 2,988,231 "
Arizona,2016," 6,908,642 "
California,2016," 39,296,476 "
Colorado,2016," 5,530,105 "
Connecticut,2016," 3,587,685 "
Delaware,2016," 952,698 "
Florida,2016," 20,656,589 "
Georgia,2016," 10,313,620 "
Hawaii,2016," 1,428,683 "
Idaho,2016," 1,680,026 "
Illinois,2016," 12,835,726 "
Indiana,2016," 6,634,007 "
Iowa,2016," 3,130,869 "
Kansas,2016," 2,907,731 "
Kentucky,2016," 4,436,113 "
Louisiana,2016," 4,686,157 "
Maine,2016," 1,330,232 "
Maryland,2016," 6,024,752 "
Massachusetts,2016," 6,823,721 "
Michigan,2016," 9,933,445 "
Minnesota,2016," 5,525,050 "
Mississippi,2016," 2,985,415 "
Missouri,2016," 6,091,176 "
Montana,2016," 1,038,656 "
Nebraska,2016," 1,907,603 "
Nevada,2016," 2,939,254 "
New Hampshire,2016," 2,939,254 "
New Jersey,2016," 8,978,416 "
New Mexico,2016," 8,978,416 "
New York,2016," 19,836,286 "
North Carolina,2016," 10,156,689 "
North Dakota,2016," 755,548 "
Ohio,2016," 11,622,554 "
Oklahoma,2016," 3,921,207 "
Oregon,2016," 4,085,989 "
Pennsylvania,2016," 12,787,085 "
Rhode Island,2016," 1,057,566 "
South Carolina,2016," 4,959,822 "
South Dakota,2016," 861,542 "
Tennessee,2016," 6,649,404 "
Texas,2016," 27,904,862 "
District of Columbia,2016," 684,336 "
Utah,2016," 3,044,321 "
Vermont,2016," 623,354 "
Virginia,2016," 8,414,380 "
Washington,2016," 7,280,934 "
West Virginia,2016," 1,828,637 "
Wisconsin,2016," 5,772,917 "
Wyoming,2016," 584,910 "
Alaska,2017," 739,795 "
Alabama,2017," 4,874,747 "
Arkansas,2017," 3,004,279 "
Arizona,2017," 7,016,270 "
California,2017," 39,536,653 "
Colorado,2017," 5,607,154 "
Connecticut,2017," 3,588,184 "
Delaware,2017," 961,939 "
Florida,2017," 20,984,400 "
Georgia,2017," 10,429,379 "
Hawaii,2017," 1,427,538 "
Idaho,2017," 1,716,943 "
Illinois,2017," 12,802,023 "
Indiana,2017," 6,666,818 "
Iowa,2017," 3,145,711 "
Kansas,2017," 2,913,123 "
Kentucky,2017," 4,454,189 "
Louisiana,2017," 4,684,333 "
Maine,2017," 1,335,907 "
Maryland,2017," 6,052,177 "
Massachusetts,2017," 6,859,819 "
Michigan,2017," 9,962,311 "
Minnesota,2017," 5,576,606 "
Mississippi,2017," 2,984,100 "
Missouri,2017," 6,113,532 "
Montana,2017," 1,050,493 "
Nebraska,2017," 1,920,076 "
Nevada,2017," 2,998,039 "
New Hampshire,2017," 2,998,039 "
New Jersey,2017," 9,005,644 "
New Mexico,2017," 9,005,644 "
New York,2017," 19,849,399 "
North Carolina,2017," 10,273,419 "
North Dakota,2017," 755,393 "
Ohio,2017," 11,658,609 "
Oklahoma,2017," 3,930,864 "
Oregon,2017," 4,142,776 "
Pennsylvania,2017," 12,805,537 "
Rhode Island,2017," 1,059,639 "
South Carolina,2017," 5,024,369 "
South Dakota,2017," 869,666 "
Tennessee,2017," 6,715,984 "
Texas,2017," 28,304,596 "
District of Columbia,2017," 693,972 "
Utah,2017," 3,101,833 "
Vermont,2017," 623,657 "
Virginia,2017," 8,470,020 "
Washington,2017," 7,405,743 "
West Virginia,2017," 1,815,857 "
Wisconsin,2017," 5,795,483 "
Wyoming,2017," 579,315 "
Alabama,2018," 4,891,628 "
Alaska,2018," 736,624 "
Arizona,2018," 7,164,228 "
Arkansas,2018," 3,012,161 "
California,2018," 39,437,463 "
Colorado,2018," 5,697,155 "
Connecticut,2018," 3,574,561 "
Delaware,2018," 966,985 "
District of Columbia,2018," 704,147 "
Florida,2018," 21,254,926 "
Georgia,2018," 10,519,389 "
Hawaii,2018," 1,423,102 "
Idaho,2018," 1,752,074 "
Illinois,2018," 12,724,685 "
Indiana,2018," 6,698,481 "
Iowa,2018," 3,149,900 "
Kansas,2018," 2,912,748 "
Kentucky,2018," 4,464,273 "
Louisiana,2018," 4,664,450 "
Maine,2018," 1,340,123 "
Maryland,2018," 6,042,153 "
Massachusetts,2018," 6,885,720 "
Michigan,2018," 9,987,286 "
Minnesota,2018," 5,608,762 "
Mississippi,2018," 2,982,879 "
Missouri,2018," 6,125,986 "
Montana,2018," 1,061,818 "
Nebraska,2018," 1,925,512 "
Nevada,2018," 3,030,725 "
New Hampshire,2018," 1,355,064 "
New Jersey,2018," 8,891,730 "
New Mexico,2018," 2,093,754 "
New York,2018," 19,544,098 "
North Carolina,2018," 10,391,358 "
North Dakota,2018," 760,062 "
Ohio,2018," 11,680,892 "
Oklahoma,2018," 3,943,488 "
Oregon,2018," 4,183,538 "
Pennsylvania,2018," 12,809,107 "
Rhode Island,2018," 1,059,338 "
South Carolina,2018," 5,091,702 "
South Dakota,2018," 879,386 "
Tennessee,2018," 6,778,180 "
Texas,2018," 28,624,564 "
Utah,2018," 3,155,153 "
Vermont,2018," 624,802 "
Virginia,2018," 8,510,920 "
Washington,2018," 7,526,793 "
West Virginia,2018," 1,805,953 "
Wisconsin,2018," 5,809,319 "
Wyoming,2018," 579,054 "
Alabama,2019," 4,907,965 "
Alaska,2019," 733,603 "
Arizona,2019," 7,291,843 "
Arkansas,2019," 3,020,985 "
California,2019," 39,437,610 "
Colorado,2019," 5,758,486 "
Connecticut,2019," 3,566,022 "
Delaware,2019," 976,668 "
District of Columbia,2019," 708,253 "
Florida,2019," 21,492,056 "
Georgia,2019," 10,628,020 "
Hawaii,2019," 1,415,615 "
Idaho,2019," 1,789,060 "
Illinois,2019," 12,667,017 "
Indiana,2019," 6,731,010 "
Iowa,2019," 3,159,596 "
Kansas,2019," 2,912,635 "
Kentucky,2019," 4,472,345 "
Louisiana,2019," 4,658,285 "
Maine,2019," 1,345,770 "
Maryland,2019," 6,054,954 "
Massachusetts,2019," 6,894,883 "
Michigan,2019," 9,984,795 "
Minnesota,2019," 5,640,053 "
Mississippi,2019," 2,978,227 "
Missouri,2019," 6,140,475 "
Montana,2019," 1,070,123 "
Nebraska,2019," 1,932,571 "
Nevada,2019," 3,090,771 "
New Hampshire,2019," 1,360,783 "
New Jersey,2019," 8,891,258 "
New Mexico,2019," 2,099,634 "
New York,2019," 19,463,131 "
North Carolina,2019," 10,501,384 "
North Dakota,2019," 763,724 "
Ohio,2019," 11,696,507 "
Oklahoma,2019," 3,960,676 "
Oregon,2019," 4,216,116 "
Pennsylvania,2019," 12,798,883 "
Rhode Island,2019," 1,058,158 "
South Carolina,2019," 5,157,702 "
South Dakota,2019," 887,127 "
Tennessee,2019," 6,830,325 "
Texas,2019," 28,986,794 "
Utah,2019," 3,203,383 "
Vermont,2019," 624,046 "
Virginia,2019," 8,556,642 "
Washington,2019," 7,614,024 "
West Virginia,2019," 1,795,263 "
Wisconsin,2019," 5,824,581 "
Wyoming,2019," 580,116 "
Alabama,2020," 5,032,962 "
Alaska,2020," 732,906 "
Arizona,2020," 7,186,647 "
Arkansas,2020," 3,014,399 "
California,2020," 39,527,808 "
Colorado,2020," 5,786,873 "
Connecticut,2020," 3,579,643 "
Delaware,2020," 991,890 "
District of Columbia,2020," 670,958 "
Florida,2020," 21,591,325 "
Georgia,2020," 10,732,595 "
Hawaii,2020," 1,451,130 "
Idaho,2020," 1,849,328 "
Illinois,2020," 12,795,348 "
Indiana,2020," 6,790,290 "
Iowa,2020," 3,191,081 "
Kansas,2020," 2,938,274 "
Kentucky,2020," 4,508,271 "
Louisiana,2020," 4,652,145 "
Maine,2020," 1,364,546 "
Maryland,2020," 6,178,387 "
Massachusetts,2020," 6,985,320 "
Michigan,2020," 10,072,294 "
Minnesota,2020," 5,710,562 "
Mississippi,2020," 2,958,385 "
Missouri,2020," 6,155,074 "
Montana,2020," 1,087,156 "
Nebraska,2020," 1,963,318 "
Nevada,2020," 3,116,851 "
New Hampshire,2020," 1,378,752 "
New Jersey,2020," 9,270,476 "
New Mexico,2020," 2,118,446 "
New York,2020," 20,122,262 "
North Carolina,2020," 10,450,215 "
North Dakota,2020," 779,612 "
Ohio,2020," 11,798,534 "
Oklahoma,2020," 3,965,243 "
Oregon,2020," 4,243,544 "
Pennsylvania,2020," 12,995,576 "
Rhode Island,2020," 1,096,487 "
South Carolina,2020," 5,131,992 "
South Dakota,2020," 887,808 "
Tennessee,2020," 6,927,736 "
Texas,2020," 29,237,895 "
Utah,2020," 3,283,970 "
Vermont,2020," 642,965 "
Virginia,2020," 8,637,303 "
Washington,2020," 7,726,812 "
West Virginia,2020," 1,791,670 "
Wisconsin,2020," 5,897,371 "
Wyoming,2020," 577,669 "
Alabama,2021," 5,050,058 "
Alaska,2021," 734,590 "
Arizona,2021," 7,274,022 "
Arkansas,2021," 3,027,127 "
California,2021," 39,152,927 "
Colorado,2021," 5,814,368 "
Connecticut,2021," 3,607,765 "
Delaware,2021," 1,005,130 "
District of Columbia,2021," 669,637 "
Florida,2021," 21,836,698 "
Georgia,2021," 10,793,038 "
Hawaii,2021," 1,446,909 "
Idaho,2021," 1,904,855 "
Illinois,2021," 12,703,354 "
Indiana,2021," 6,814,223 "
Iowa,2021," 3,199,037 "
Kansas,2021," 2,938,966 "
Kentucky,2021," 4,508,348 "
Louisiana,2021," 4,628,595 "
Maine,2021," 1,379,009 "
Maryland,2021," 6,176,035 "
Massachusetts,2021," 6,996,721 "
Michigan,2021," 10,042,362 "
Minnesota,2021," 5,714,055 "
Mississippi,2021," 2,947,603 "
Missouri,2021," 6,172,551 "
Montana,2021," 1,106,416 "
Nebraska,2021," 1,964,697 "
Nevada,2021," 3,148,472 "
New Hampshire,2021," 1,387,907 "
New Jersey,2021," 9,266,509 "
New Mexico,2021," 2,117,300 "
New York,2021," 19,835,345 "
North Carolina,2021," 10,565,503 "
North Dakota,2021," 777,977 "
Ohio,2021," 11,761,443 "
Oklahoma,2021," 3,992,760 "
Oregon,2021," 4,254,691 "
Pennsylvania,2021," 13,016,628 "
Rhode Island,2021," 1,097,381 "
South Carolina,2021," 5,194,346 "
South Dakota,2021," 896,303 "
Tennessee,2021," 6,966,687 "
Texas,2021," 29,572,672 "
Utah,2021," 3,339,874 "
Vermont,2021," 647,238 "
Virginia,2021," 8,660,007 "
Washington,2021," 7,744,316 "
West Virginia,2021," 1,785,921 "
Wisconsin,2021," 5,882,128 "
Wyoming,2021," 579,662 "
Alabama,2022," 5,076,868 "
Alaska,2022," 733,659 "
Arizona,2022," 7,370,065 "
Arkansas,2022," 3,047,429 "
California,2022," 39,125,347 "
Colorado,2022," 5,853,355 "
Connecticut,2022," 3,618,707 "
Delaware,2022," 1,020,279 "
District of Columbia,2022," 674,501 "
Florida,2022," 22,413,989 "
Georgia,2022," 10,929,992 "
Hawaii,2022," 1,437,812 "
Idaho,2022," 1,942,951 "
Illinois,2022," 12,609,577 "
Indiana,2022," 6,841,491 "
Iowa,2022," 3,201,890 "
Kansas,2022," 2,938,034 "
Kentucky,2022," 4,521,238 "
Louisiana,2022," 4,600,892 "
Maine,2022," 1,391,585 "
Maryland,2022," 6,183,257 "
Massachusetts,2022," 7,025,465 "
Michigan,2022," 10,043,906 "
Minnesota,2022," 5,727,565 "
Mississippi,2022," 2,941,237 "
Missouri,2022," 6,179,285 "
Montana,2022," 1,121,533 "
Nebraska,2022," 1,972,595 "
Nevada,2022," 3,177,672 "
New Hampshire,2022," 1,396,647 "
New Jersey,2022," 9,298,402 "
New Mexico,2022," 2,112,859 "
New York,2022," 19,713,025 "
North Carolina,2022," 10,705,768 "
North Dakota,2022," 780,191 "
Ohio,2022," 11,764,950 "
Oklahoma,2022," 4,025,327 "
Oregon,2022," 4,245,964 "
Pennsylvania,2022," 12,984,655 "
Rhode Island,2022," 1,098,275 "
South Carolina,2022," 5,288,957 "
South Dakota,2022," 909,156 "
Tennessee,2022," 7,063,325 "
Texas,2022," 30,118,002 "
Utah,2022," 3,393,928 "
Vermont,2022," 647,614 "
Virginia,2022," 8,681,038 "
Washington,2022," 7,786,828 "
West Virginia,2022," 1,774,003 "
Wisconsin,2022," 5,903,472 "
Wyoming,2022," 581,742 "
Alabama,2023," 5,117,850 "
Alaska,2023," 734,654 "
Arizona,2023," 7,452,073 "
Arkansas,2023," 3,069,856 "
California,2023," 39,181,667 "
Colorado,2023," 5,912,240 "
Connecticut,2023," 3,641,369 "
Delaware,2023," 1,035,354 "
District of Columbia,2023," 682,559 "
Florida,2023," 22,929,248 "
Georgia,2023," 11,063,669 "
Hawaii,2023," 1,434,950 "
Idaho,2023," 1,970,497 "
Illinois,2023," 12,633,389 "
Indiana,2023," 6,881,373 "
Iowa,2023," 3,214,739 "
Kansas,2023," 2,949,749 "
Kentucky,2023," 4,549,953 "
Louisiana,2023," 4,598,777 "
Maine,2023," 1,401,992 "
Maryland,2023," 6,204,927 "
Massachusetts,2023," 7,073,479 "
Michigan,2023," 10,062,124 "
Minnesota,2023," 5,752,998 "
Mississippi,2023," 2,942,470 "
Missouri,2023," 6,205,956 "
Montana,2023," 1,130,612 "
Nebraska,2023," 1,988,172 "
Nevada,2023," 3,211,077 "
New Hampshire,2023," 1,401,530 "
New Jersey,2023," 9,395,315 "
New Mexico,2023," 2,119,349 "
New York,2023," 19,786,543 "
North Carolina,2023," 10,871,849 "
North Dakota,2023," 787,071 "
Ohio,2023," 11,808,390 "
Oklahoma,2023," 4,062,716 "
Oregon,2023," 4,250,392 "
Pennsylvania,2023," 13,009,406 "
Rhode Island,2023," 1,101,183 "
South Carolina,2023," 5,390,798 "
South Dakota,2023," 917,739 "
Tennessee,2023," 7,153,029 "
Texas,2023," 30,719,247 "
Utah,2023," 3,449,259 "
Vermont,2023," 647,722 "
Virginia,2023," 8,732,034 "
Washington,2023," 7,838,655 "
West Virginia,2023," 1,770,036 "
Wisconsin,2023," 5,930,350 "
Wyoming,2023," 584,666 "
Alabama,2024," 5,163,055 "
Alaska,2024," 736,537 "
Arizona,2024," 7,556,424 "
Arkansas,2024," 3,096,080 "
California,2024," 39,364,774 "
Colorado,2024," 5,988,502 "
Connecticut,2024," 3,674,449 "
Delaware,2024," 1,050,123 "
District of Columbia,2024," 691,310 "
Florida,2024," 23,265,838 "
Georgia,2024," 11,204,208 "
Hawaii,2024," 1,434,952 "
Idaho,2024," 2,000,872 "
Illinois,2024," 12,703,033 "
Indiana,2024," 6,934,754 "
Iowa,2024," 3,230,454 "
Kansas,2024," 2,965,252 "
Kentucky,2024," 4,584,046 "
Louisiana,2024," 4,614,878 "
Maine,2024," 1,408,438 "
Maryland,2024," 6,245,314 "
Massachusetts,2024," 7,138,560 "
Michigan,2024," 10,099,962 "
Minnesota,2024," 5,797,405 "
Mississippi,2024," 2,950,172 "
Missouri,2024," 6,243,544 "
Montana,2024," 1,137,557 "
Nebraska,2024," 2,005,591 "
Nevada,2024," 3,253,543 "
New Hampshire,2024," 1,408,518 "
New Jersey,2024," 9,506,354 "
New Mexico,2024," 2,126,774 "
New York,2024," 20,001,419 "
North Carolina,2024," 11,052,061 "
North Dakota,2024," 793,387 "
Ohio,2024," 11,860,621 "
Oklahoma,2024," 4,097,758 "
Oregon,2024," 4,265,324 "
Pennsylvania,2024," 13,045,848 "
Rhode Island,2024," 1,110,415 "
South Carolina,2024," 5,490,316 "
South Dakota,2024," 927,110 "
Tennessee,2024," 7,251,291 "
Texas,2024," 31,318,578 "
Utah,2024," 3,502,983 "
Vermont,2024," 646,521 "
Virginia,2024," 8,819,642 "
Washington,2024," 7,927,958 "
West Virginia,2024," 1,767,402 "
Wisconsin,2024," 5,957,168 "
Wyoming,2024," 586,722 "
Alabama,2025," 5,193,088 "
Alaska,2025," 737,270 "
Arizona,2025," 7,623,818 "
Arkansas,2025," 3,114,791 "
California,2025," 39,355,309 "
Colorado,2025," 6,012,561 "
Connecticut,2025," 3,688,496 "
Delaware,2025," 1,059,952 "
District of Columbia,2025," 693,645 "
Florida,2025," 23,462,518 "
Georgia,2025," 11,302,748 "
Hawaii,2025," 1,432,820 "
Idaho,2025," 2,029,733 "
Illinois,2025," 12,719,141 "
Indiana,2025," 6,973,333 "
Iowa,2025," 3,238,387 "
Kansas,2025," 2,977,220 "
Kentucky,2025," 4,606,864 "
Louisiana,2025," 4,618,189 "
Maine,2025," 1,414,874 "
Maryland,2025," 6,265,347 "
Massachusetts,2025," 7,154,084 "
Michigan,2025," 10,127,884 "
Minnesota,2025," 5,830,405 "
Mississippi,2025," 2,954,160 "
Missouri,2025," 6,270,541 "
Montana,2025," 1,144,694 "
Nebraska,2025," 2,018,006 "
Nevada,2025," 3,282,188 "
New Hampshire,2025," 1,415,342 "
New Jersey,2025," 9,548,215 "
New Mexico,2025," 2,125,498 "
New York,2025," 20,002,427 "
North Carolina,2025," 11,197,968 "
North Dakota,2025," 799,358 "
Ohio,2025," 11,900,510 "
Oklahoma,2025," 4,123,288 "
Oregon,2025," 4,273,586 "
Pennsylvania,2025," 13,059,432 "
Rhode Island,2025," 1,114,521 "
South Carolina,2025," 5,570,274 "
South Dakota,2025," 935,094 "
Tennessee,2025," 7,315,076 "
Texas,2025," 31,709,821 "
Utah,2025," 3,538,904 "
Vermont,2025," 644,663 "
Virginia,2025," 8,880,107 "
Washington,2025," 8,001,020 "
West Virginia,2025," 1,766,147 "
Wisconsin,2025," 5,972,787 "
Wyoming,2025," 588,753 "
